cnn_seed,run_seed,round_id,model_name,model_display_name,training_mode,epochs,train_loss_final,train_accuracy_final,elapsed_seconds,train_fold_id,test_fold_ids,raw_train_sample_count,raw_test_sample_count,real_train_patch_count,gan_train_patch_count,total_train_patch_count,test_patch_count,real_train_cocci_count,real_train_bacilli_count,gan_train_cocci_count,gan_train_bacilli_count,train_cocci_count,train_bacilli_count,test_cocci_count,test_bacilli_count,sample_count,tp,tn,fp,fn,accuracy,accuracy_cocci,accuracy_bacilli,precision_cocci,recall_cocci,f1_cocci,precision_bacilli,recall_bacilli,f1_bacilli,macro_precision,macro_recall,macro_f1,balanced_accuracy,checkpoint_path,prediction_path,training_history_path,run_tag
2028,2028,2,resnet50,ResNet-50,baseline,10,0.001475,1.0,79.7,2,"1,3,4,5",86,341,837,0,837,3342,344,493,0,0,344,493,1443,1899,3342,1867,1437,6,32,0.98863,0.995842,0.983149,0.978216,0.995842,0.986951,0.996797,0.983149,0.989926,0.987507,0.989496,0.988438,0.989496,checkpoints/15_resnet50_baseline_dataset2/seed_2028_round_2_final.pth,results/15_resnet50_baseline_dataset2/seed_2028_round_2_predictions.csv,results/15_resnet50_baseline_dataset2/seed_2028_round_2_training_history.csv,15_resnet50_baseline_dataset2
2028,2028,3,resnet50,ResNet-50,baseline,10,0.000678,1.0,76.79,3,"1,2,4,5",85,342,806,0,806,3373,358,448,0,0,358,448,1429,1944,3373,1930,1419,10,14,0.992885,0.993002,0.992798,0.99023,0.993002,0.991614,0.994845,0.992798,0.993821,0.992538,0.9929,0.992718,0.9929,checkpoints/15_resnet50_baseline_dataset2/seed_2028_round_3_final.pth,results/15_resnet50_baseline_dataset2/seed_2028_round_3_predictions.csv,results/15_resnet50_baseline_dataset2/seed_2028_round_3_training_history.csv,15_resnet50_baseline_dataset2
2028,2028,4,resnet50,ResNet-50,baseline,10,0.002069,1.0,78.52,4,"1,2,3,5",85,342,821,0,821,3358,351,470,0,0,351,470,1436,1922,3358,1886,1434,2,36,0.988684,0.998607,0.98127,0.97551,0.998607,0.986924,0.998941,0.98127,0.990026,0.987225,0.989938,0.988475,0.989938,checkpoints/15_resnet50_baseline_dataset2/seed_2028_round_4_final.pth,results/15_resnet50_baseline_dataset2/seed_2028_round_4_predictions.csv,results/15_resnet50_baseline_dataset2/seed_2028_round_4_training_history.csv,15_resnet50_baseline_dataset2
2028,2028,5,resnet50,ResNet-50,baseline,10,0.008544,0.997633,79.59,5,"1,2,3,4",85,342,845,0,845,3334,354,491,0,0,354,491,1433,1901,3334,1896,1422,11,5,0.995201,0.992324,0.99737,0.996496,0.992324,0.994406,0.994232,0.99737,0.995798,0.995364,0.994847,0.995102,0.994847,checkpoints/15_resnet50_baseline_dataset2/seed_2028_round_5_final.pth,results/15_resnet50_baseline_dataset2/seed_2028_round_5_predictions.csv,results/15_resnet50_baseline_dataset2/seed_2028_round_5_training_history.csv,15_resnet50_baseline_dataset2
2026,2026,1,resnet50,ResNet-50,gan,10,0.00737,0.99898,138.89,1,"2,3,4,5",86,341,870,110,980,3309,380,490,110,0,490,490,1407,1902,3309,1888,1400,7,14,0.993654,0.995025,0.992639,0.990099,0.995025,0.992556,0.996306,0.992639,0.994469,0.993203,0.993832,0.993513,0.993832,checkpoints/16_resnet50_gan_dataset2/seed_2026_round_1_final.pth,results/16_resnet50_gan_dataset2/seed_2026_round_1_predictions.csv,results/16_resnet50_gan_dataset2/seed_2026_round_1_training_history.csv,16_resnet50_gan_dataset2
2026,2026,2,resnet50,ResNet-50,gan,10,0.003894,1.0,118.24,2,"1,3,4,5",86,341,837,149,986,3342,344,493,149,0,493,493,1443,1899,3342,1877,1435,8,22,0.991023,0.994456,0.988415,0.9849,0.994456,0.989655,0.995756,0.988415,0.992072,0.990328,0.991435,0.990864,0.991435,checkpoints/16_resnet50_gan_dataset2/seed_2026_round_2_final.pth,results/16_resnet50_gan_dataset2/seed_2026_round_2_predictions.csv,results/16_resnet50_gan_dataset2/seed_2026_round_2_training_history.csv,16_resnet50_gan_dataset2
2026,2026,3,resnet50,ResNet-50,gan,10,0.003112,0.998884,83.43,3,"1,2,4,5",85,342,806,90,896,3373,358,448,90,0,448,448,1429,1944,3373,1924,1420,9,20,0.991402,0.993702,0.989712,0.986111,0.993702,0.989892,0.995344,0.989712,0.99252,0.990728,0.991707,0.991206,0.991707,checkpoints/16_resnet50_gan_dataset2/seed_2026_round_3_final.pth,results/16_resnet50_gan_dataset2/seed_2026_round_3_predictions.csv,results/16_resnet50_gan_dataset2/seed_2026_round_3_training_history.csv,16_resnet50_gan_dataset2
2026,2026,4,resnet50,ResNet-50,gan,10,0.011376,0.994681,100.84,4,"1,2,3,5",85,342,821,119,940,3358,351,470,119,0,470,470,1436,1922,3358,1861,1436,0,61,0.981834,1.0,0.968262,0.959252,1.0,0.979202,1.0,0.968262,0.983875,0.979626,0.984131,0.981539,0.984131,checkpoints/16_resnet50_gan_dataset2/seed_2026_round_4_final.pth,results/16_resnet50_gan_dataset2/seed_2026_round_4_predictions.csv,results/16_resnet50_gan_dataset2/seed_2026_round_4_training_history.csv,16_resnet50_gan_dataset2
2026,2026,5,resnet50,ResNet-50,gan,10,0.005587,0.998982,104.34,5,"1,2,3,4",85,342,845,137,982,3334,354,491,137,0,491,491,1433,1901,3334,1897,1421,12,4,0.995201,0.991626,0.997896,0.997193,0.991626,0.994402,0.993714,0.997896,0.995801,0.995453,0.994761,0.995101,0.994761,checkpoints/16_resnet50_gan_dataset2/seed_2026_round_5_final.pth,results/16_resnet50_gan_dataset2/seed_2026_round_5_predictions.csv,results/16_resnet50_gan_dataset2/seed_2026_round_5_training_history.csv,16_resnet50_gan_dataset2
2027,2027,1,resnet50,ResNet-50,gan,10,0.005184,0.99898,90.93,1,"2,3,4,5",86,341,870,110,980,3309,380,490,110,0,490,490,1407,1902,3309,1892,1402,5,10,0.995467,0.996446,0.994742,0.992918,0.996446,0.994679,0.997364,0.994742,0.996052,0.995141,0.995594,0.995365,0.995594,checkpoints/16_resnet50_gan_dataset2/seed_2027_round_1_final.pth,results/16_resnet50_gan_dataset2/seed_2027_round_1_predictions.csv,results/16_resnet50_gan_dataset2/seed_2027_round_1_training_history.csv,16_resnet50_gan_dataset2
2027,2027,2,resnet50,ResNet-50,gan,10,0.000921,1.0,89.84,2,"1,3,4,5",86,341,837,149,986,3342,344,493,149,0,493,493,1443,1899,3342,1894,1435,8,5,0.99611,0.994456,0.997367,0.996528,0.994456,0.995491,0.995794,0.997367,0.99658,0.996161,0.995912,0.996035,0.995912,checkpoints/16_resnet50_gan_dataset2/seed_2027_round_2_final.pth,results/16_resnet50_gan_dataset2/seed_2027_round_2_predictions.csv,results/16_resnet50_gan_dataset2/seed_2027_round_2_training_history.csv,16_resnet50_gan_dataset2
2027,2027,3,resnet50,ResNet-50,gan,10,0.0012,1.0,83.49,3,"1,2,4,5",85,342,806,90,896,3373,358,448,90,0,448,448,1429,1944,3373,1931,1417,12,13,0.992588,0.991603,0.993313,0.990909,0.991603,0.991256,0.993824,0.993313,0.993568,0.992367,0.992458,0.992412,0.992458,checkpoints/16_resnet50_gan_dataset2/seed_2027_round_3_final.pth,results/16_resnet50_gan_dataset2/seed_2027_round_3_predictions.csv,results/16_resnet50_gan_dataset2/seed_2027_round_3_training_history.csv,16_resnet50_gan_dataset2
2027,2027,4,resnet50,ResNet-50,gan,10,0.005771,0.997872,86.74,4,"1,2,3,5",85,342,821,119,940,3358,351,470,119,0,470,470,1436,1922,3358,1894,1415,21,28,0.985408,0.985376,0.985432,0.980596,0.985376,0.98298,0.989034,0.985432,0.98723,0.984815,0.985404,0.985105,0.985404,checkpoints/16_resnet50_gan_dataset2/seed_2027_round_4_final.pth,results/16_resnet50_gan_dataset2/seed_2027_round_4_predictions.csv,results/16_resnet50_gan_dataset2/seed_2027_round_4_training_history.csv,16_resnet50_gan_dataset2
2027,2027,5,resnet50,ResNet-50,gan,10,0.002347,1.0,89.67,5,"1,2,3,4",85,342,845,137,982,3334,354,491,137,0,491,491,1433,1901,3334,1899,1421,12,2,0.995801,0.991626,0.998948,0.998595,0.991626,0.995098,0.993721,0.998948,0.996327,0.996158,0.995287,0.995713,0.995287,checkpoints/16_resnet50_gan_dataset2/seed_2027_round_5_final.pth,results/16_resnet50_gan_dataset2/seed_2027_round_5_predictions.csv,results/16_resnet50_gan_dataset2/seed_2027_round_5_training_history.csv,16_resnet50_gan_dataset2
2028,2028,1,resnet50,ResNet-50,gan,10,0.009351,0.99898,89.55,1,"2,3,4,5",86,341,870,110,980,3309,380,490,110,0,490,490,1407,1902,3309,1894,1400,7,8,0.995467,0.995025,0.995794,0.994318,0.995025,0.994671,0.996318,0.995794,0.996056,0.995318,0.995409,0.995364,0.995409,checkpoints/16_resnet50_gan_dataset2/seed_2028_round_1_final.pth,results/16_resnet50_gan_dataset2/seed_2028_round_1_predictions.csv,results/16_resnet50_gan_dataset2/seed_2028_round_1_training_history.csv,16_resnet50_gan_dataset2
2028,2028,2,resnet50,ResNet-50,gan,10,0.003788,1.0,89.87,2,"1,3,4,5",86,341,837,149,986,3342,344,493,149,0,493,493,1443,1899,3342,1888,1431,12,11,0.993118,0.991684,0.994207,0.992372,0.991684,0.992028,0.993684,0.994207,0.993946,0.993028,0.992946,0.992987,0.992946,checkpoints/16_resnet50_gan_dataset2/seed_2028_round_2_final.pth,results/16_resnet50_gan_dataset2/seed_2028_round_2_predictions.csv,results/16_resnet50_gan_dataset2/seed_2028_round_2_training_history.csv,16_resnet50_gan_dataset2
2028,2028,3,resnet50,ResNet-50,gan,10,0.002096,1.0,83.58,3,"1,2,4,5",85,342,806,90,896,3373,358,448,90,0,448,448,1429,1944,3373,1934,1421,8,10,0.994664,0.994402,0.994856,0.993012,0.994402,0.993706,0.995881,0.994856,0.995368,0.994446,0.994629,0.994537,0.994629,checkpoints/16_resnet50_gan_dataset2/seed_2028_round_3_final.pth,results/16_resnet50_gan_dataset2/seed_2028_round_3_predictions.csv,results/16_resnet50_gan_dataset2/seed_2028_round_3_training_history.csv,16_resnet50_gan_dataset2
2028,2028,4,resnet50,ResNet-50,gan,10,0.004892,1.0,86.53,4,"1,2,3,5",85,342,821,119,940,3358,351,470,119,0,470,470,1436,1922,3358,1881,1436,0,41,0.98779,1.0,0.978668,0.972241,1.0,0.985925,1.0,0.978668,0.989219,0.986121,0.989334,0.987572,0.989334,checkpoints/16_resnet50_gan_dataset2/seed_2028_round_4_final.pth,results/16_resnet50_gan_dataset2/seed_2028_round_4_predictions.csv,results/16_resnet50_gan_dataset2/seed_2028_round_4_training_history.csv,16_resnet50_gan_dataset2
2028,2028,5,resnet50,ResNet-50,gan,10,0.007467,0.997963,89.59,5,"1,2,3,4",85,342,845,137,982,3334,354,491,137,0,491,491,1433,1901,3334,1899,1423,10,2,0.996401,0.993022,0.998948,0.998596,0.993022,0.995801,0.994762,0.998948,0.99685,0.996679,0.995985,0.996326,0.995985,checkpoints/16_resnet50_gan_dataset2/seed_2028_round_5_final.pth,results/16_resnet50_gan_dataset2/seed_2028_round_5_predictions.csv,results/16_resnet50_gan_dataset2/seed_2028_round_5_training_history.csv,16_resnet50_gan_dataset2
2026,2026,1,resnet50,ResNet-50,stylegan3,10,0.001458,1.0,131.04,1,"2,3,4,5",86,341,870,110,980,3309,380,490,110,0,490,490,1407,1902,3309,1891,1402,5,11,0.995165,0.996446,0.994217,0.992215,0.996446,0.994326,0.997363,0.994217,0.995787,0.994789,0.995331,0.995057,0.995331,checkpoints/29_resnet50_stylegan3_dataset2/seed_2026_round_1_final.pth,results/29_resnet50_stylegan3_dataset2/seed_2026_round_1_predictions.csv,results/29_resnet50_stylegan3_dataset2/seed_2026_round_1_training_history.csv,29_resnet50_stylegan3_dataset2
2026,2026,2,resnet50,ResNet-50,stylegan3,10,0.002214,1.0,116.71,2,"1,3,4,5",86,341,837,149,986,3342,344,493,149,0,493,493,1443,1899,3342,1884,1435,8,15,0.993118,0.994456,0.992101,0.989655,0.994456,0.99205,0.995772,0.992101,0.993933,0.992713,0.993279,0.992991,0.993279,checkpoints/29_resnet50_stylegan3_dataset2/seed_2026_round_2_final.pth,results/29_resnet50_stylegan3_dataset2/seed_2026_round_2_predictions.csv,results/29_resnet50_stylegan3_dataset2/seed_2026_round_2_training_history.csv,29_resnet50_stylegan3_dataset2
2026,2026,3,resnet50,ResNet-50,stylegan3,10,0.002747,1.0,83.21,3,"1,2,4,5",85,342,806,90,896,3373,358,448,90,0,448,448,1429,1944,3373,1936,1419,10,8,0.994664,0.993002,0.995885,0.994394,0.993002,0.993697,0.994861,0.995885,0.995373,0.994628,0.994443,0.994535,0.994443,checkpoints/29_resnet50_stylegan3_dataset2/seed_2026_round_3_final.pth,results/29_resnet50_stylegan3_dataset2/seed_2026_round_3_predictions.csv,results/29_resnet50_stylegan3_dataset2/seed_2026_round_3_training_history.csv,29_resnet50_stylegan3_dataset2
2026,2026,4,resnet50,ResNet-50,stylegan3,10,0.003297,1.0,101.78,4,"1,2,3,5",85,342,821,119,940,3358,351,470,119,0,470,470,1436,1922,3358,1886,1433,3,36,0.988386,0.997911,0.98127,0.975494,0.997911,0.986575,0.998412,0.98127,0.989766,0.986953,0.98959,0.988171,0.98959,checkpoints/29_resnet50_stylegan3_dataset2/seed_2026_round_4_final.pth,results/29_resnet50_stylegan3_dataset2/seed_2026_round_4_predictions.csv,results/29_resnet50_stylegan3_dataset2/seed_2026_round_4_training_history.csv,29_resnet50_stylegan3_dataset2
2026,2026,5,resnet50,ResNet-50,stylegan3,10,0.003638,0.998982,104.39,5,"1,2,3,4",85,342,845,137,982,3334,354,491,137,0,491,491,1433,1901,3334,1897,1426,7,4,0.996701,0.995115,0.997896,0.997203,0.995115,0.996158,0.996324,0.997896,0.997109,0.996763,0.996505,0.996633,0.996505,checkpoints/29_resnet50_stylegan3_dataset2/seed_2026_round_5_final.pth,results/29_resnet50_stylegan3_dataset2/seed_2026_round_5_predictions.csv,results/29_resnet50_stylegan3_dataset2/seed_2026_round_5_training_history.csv,29_resnet50_stylegan3_dataset2
2027,2027,1,resnet50,ResNet-50,stylegan3,10,0.010475,0.997959,89.84,1,"2,3,4,5",86,341,870,110,980,3309,380,490,110,0,490,490,1407,1902,3309,1888,1403,4,14,0.99456,0.997157,0.992639,0.99012,0.997157,0.993626,0.997886,0.992639,0.995256,0.994003,0.994898,0.994441,0.994898,checkpoints/29_resnet50_stylegan3_dataset2/seed_2027_round_1_final.pth,results/29_resnet50_stylegan3_dataset2/seed_2027_round_1_predictions.csv,results/29_resnet50_stylegan3_dataset2/seed_2027_round_1_training_history.csv,29_resnet50_stylegan3_dataset2
2027,2027,2,resnet50,ResNet-50,stylegan3,10,0.00085,1.0,90.33,2,"1,3,4,5",86,341,837,149,986,3342,344,493,149,0,493,493,1443,1899,3342,1888,1435,8,11,0.994315,0.994456,0.994207,0.992393,0.994456,0.993423,0.995781,0.994207,0.994993,0.994087,0.994332,0.994208,0.994332,checkpoints/29_resnet50_stylegan3_dataset2/seed_2027_round_2_final.pth,results/29_resnet50_stylegan3_dataset2/seed_2027_round_2_predictions.csv,results/29_resnet50_stylegan3_dataset2/seed_2027_round_2_training_history.csv,29_resnet50_stylegan3_dataset2
2027,2027,3,resnet50,ResNet-50,stylegan3,10,0.001533,1.0,84.05,3,"1,2,4,5",85,342,806,90,896,3373,358,448,90,0,448,448,1429,1944,3373,1926,1421,8,18,0.992292,0.994402,0.990741,0.987491,0.994402,0.990934,0.995863,0.990741,0.993296,0.991677,0.992571,0.992115,0.992571,checkpoints/29_resnet50_stylegan3_dataset2/seed_2027_round_3_final.pth,results/29_resnet50_stylegan3_dataset2/seed_2027_round_3_predictions.csv,results/29_resnet50_stylegan3_dataset2/seed_2027_round_3_training_history.csv,29_resnet50_stylegan3_dataset2
2027,2027,4,resnet50,ResNet-50,stylegan3,10,0.005388,1.0,86.73,4,"1,2,3,5",85,342,821,119,940,3358,351,470,119,0,470,470,1436,1922,3358,1882,1435,1,40,0.98779,0.999304,0.979188,0.972881,0.999304,0.985915,0.999469,0.979188,0.989225,0.986175,0.989246,0.98757,0.989246,checkpoints/29_resnet50_stylegan3_dataset2/seed_2027_round_4_final.pth,results/29_resnet50_stylegan3_dataset2/seed_2027_round_4_predictions.csv,results/29_resnet50_stylegan3_dataset2/seed_2027_round_4_training_history.csv,29_resnet50_stylegan3_dataset2
2027,2027,5,resnet50,ResNet-50,stylegan3,10,0.001239,1.0,90.05,5,"1,2,3,4",85,342,845,137,982,3334,354,491,137,0,491,491,1433,1901,3334,1898,1425,8,3,0.996701,0.994417,0.998422,0.997899,0.994417,0.996155,0.995803,0.998422,0.997111,0.996851,0.99642,0.996633,0.99642,checkpoints/29_resnet50_stylegan3_dataset2/seed_2027_round_5_final.pth,results/29_resnet50_stylegan3_dataset2/seed_2027_round_5_predictions.csv,results/29_resnet50_stylegan3_dataset2/seed_2027_round_5_training_history.csv,29_resnet50_stylegan3_dataset2
2028,2028,1,resnet50,ResNet-50,stylegan3,10,0.026843,0.992857,89.84,1,"2,3,4,5",86,341,870,110,980,3309,380,490,110,0,490,490,1407,1902,3309,1899,1399,8,3,0.996676,0.994314,0.998423,0.99786,0.994314,0.996084,0.995805,0.998423,0.997112,0.996833,0.996368,0.996598,0.996368,checkpoints/29_resnet50_stylegan3_dataset2/seed_2028_round_1_final.pth,results/29_resnet50_stylegan3_dataset2/seed_2028_round_1_predictions.csv,results/29_resnet50_stylegan3_dataset2/seed_2028_round_1_training_history.csv,29_resnet50_stylegan3_dataset2
2028,2028,2,resnet50,ResNet-50,stylegan3,10,0.006782,0.998986,91.11,2,"1,3,4,5",86,341,837,149,986,3342,344,493,149,0,493,493,1443,1899,3342,1889,1435,8,10,0.994614,0.994456,0.994734,0.99308,0.994456,0.993767,0.995783,0.994734,0.995258,0.994431,0.994595,0.994513,0.994595,checkpoints/29_resnet50_stylegan3_dataset2/seed_2028_round_2_final.pth,results/29_resnet50_stylegan3_dataset2/seed_2028_round_2_predictions.csv,results/29_resnet50_stylegan3_dataset2/seed_2028_round_2_training_history.csv,29_resnet50_stylegan3_dataset2
2028,2028,3,resnet50,ResNet-50,stylegan3,10,0.004151,1.0,83.31,3,"1,2,4,5",85,342,806,90,896,3373,358,448,90,0,448,448,1429,1944,3373,1928,1419,10,16,0.992292,0.993002,0.99177,0.98885,0.993002,0.990922,0.99484,0.99177,0.993302,0.991845,0.992386,0.992112,0.992386,checkpoints/29_resnet50_stylegan3_dataset2/seed_2028_round_3_final.pth,results/29_resnet50_stylegan3_dataset2/seed_2028_round_3_predictions.csv,results/29_resnet50_stylegan3_dataset2/seed_2028_round_3_training_history.csv,29_resnet50_stylegan3_dataset2
2028,2028,4,resnet50,ResNet-50,stylegan3,10,0.021623,0.994681,86.5,4,"1,2,3,5",85,342,821,119,940,3358,351,470,119,0,470,470,1436,1922,3358,1888,1400,36,34,0.979154,0.97493,0.98231,0.97629,0.97493,0.97561,0.981289,0.98231,0.981799,0.97879,0.97862,0.978705,0.97862,checkpoints/29_resnet50_stylegan3_dataset2/seed_2028_round_4_final.pth,results/29_resnet50_stylegan3_dataset2/seed_2028_round_4_predictions.csv,results/29_resnet50_stylegan3_dataset2/seed_2028_round_4_training_history.csv,29_resnet50_stylegan3_dataset2
2028,2028,5,resnet50,ResNet-50,stylegan3,10,0.013674,0.994908,89.87,5,"1,2,3,4",85,342,845,137,982,3334,354,491,137,0,491,491,1433,1901,3334,1878,1425,8,23,0.990702,0.994417,0.987901,0.984116,0.994417,0.98924,0.995758,0.987901,0.991814,0.989937,0.991159,0.990527,0.991159,checkpoints/29_resnet50_stylegan3_dataset2/seed_2028_round_5_final.pth,results/29_resnet50_stylegan3_dataset2/seed_2028_round_5_predictions.csv,results/29_resnet50_stylegan3_dataset2/seed_2028_round_5_training_history.csv,29_resnet50_stylegan3_dataset2
2026,2026,1,efficientnetv2s,EfficientNetV2-S,baseline,10,0.002902,1.0,144.09,1,"2,3,4,5",86,341,870,0,870,3309,380,490,0,0,380,490,1407,1902,3309,1890,1404,3,12,0.995467,0.997868,0.993691,0.991525,0.997868,0.994687,0.998415,0.993691,0.996047,0.99497,0.995779,0.995367,0.995779,checkpoints/17_efficientnetv2s_baseline_dataset2/seed_2026_round_1_final.pth,results/17_efficientnetv2s_baseline_dataset2/seed_2026_round_1_predictions.csv,results/17_efficientnetv2s_baseline_dataset2/seed_2026_round_1_training_history.csv,17_efficientnetv2s_baseline_dataset2
